image,rank,predicted_id,score
a704da09e32dc3.jpg,1,5f2296c18e26,0.5002334713935852
a704da09e32dc3.jpg,2,new_individual,0.5
de1569496d42f4.jpg,1,ed237f7c2165,0.8262593150138855
de1569496d42f4.jpg,2,new_individual,0.5
4ab51dd663dd29.jpg,1,b9b24be2d5ae,0.6806530356407166
4ab51dd663dd29.jpg,2,31f748b822f4,0.5033904314041138
da27c3f9f96504.jpg,1,c02b7ad6faa0,0.9371024966239929
da27c3f9f96504.jpg,2,new_individual,0.5
0df089463bfd6b.jpg,1,f7b322faeeb5,0.5382874608039856
0df089463bfd6b.jpg,2,ae9cca8f13ca,0.5046527981758118
813892efb592e0.jpg,1,c22d65f2d2f0,0.8082340955734253
813892efb592e0.jpg,2,new_individual,0.5
0c9304ddd0ba35.jpg,1,2df99dc71d85,0.8520665168762207
0c9304ddd0ba35.jpg,2,new_individual,0.5
14718a369776c5.jpg,1,e8d3c0ff0951,0.8003750443458557
14718a369776c5.jpg,2,new_individual,0.5
65653992318202.jpg,1,c4e546efa5ca,0.8423643112182617
65653992318202.jpg,2,new_individual,0.5
9857340b9e8c8e.jpg,1,1a20c92ffe68,0.8133615851402283
9857340b9e8c8e.jpg,2,new_individual,0.5
5aefe575b1e937.jpg,1,1a5eece002a1,0.8279016613960266
5aefe575b1e937.jpg,2,new_individual,0.5
a75d4fe0861dba.jpg,1,8e5253662392,0.801314651966095
a75d4fe0861dba.jpg,2,18efa8d0b472,0.6013509631156921
d946c4d6097232.jpg,1,59abcc1b41ec,0.7413964867591858
d946c4d6097232.jpg,2,new_individual,0.5
a3c44e0fabc7e2.jpg,1,f1bd36824ffa,0.7391224503517151
a3c44e0fabc7e2.jpg,2,new_individual,0.5
f32f54078e6a89.jpg,1,2788fab75091,0.8683895468711853
f32f54078e6a89.jpg,2,new_individual,0.5
9924ff98c93500.jpg,1,171aa23102f3,0.534329891204834
9924ff98c93500.jpg,2,new_individual,0.5
a1eaf10ea08355.jpg,1,8f1f6a57d35d,0.8671777248382568
a1eaf10ea08355.jpg,2,new_individual,0.5
b20a8e24ccdccd.jpg,1,4bb6d4543941,0.5535171627998352
b20a8e24ccdccd.jpg,2,8b6402a57653,0.5496466159820557
3133f34100b622.jpg,1,3dbfd73a0af4,0.503401517868042
3133f34100b622.jpg,2,new_individual,0.5
a66bc47fe30e22.jpg,1,de923e690968,0.5338258147239685
a66bc47fe30e22.jpg,2,d57c36d16717,0.5120324492454529
98e65ae54629fc.jpg,1,c2705f9e75c8,0.7915048003196716
98e65ae54629fc.jpg,2,new_individual,0.5
4b8dfd196f0c47.jpg,1,new_individual,0.5
4b8dfd196f0c47.jpg,2,0ea8e7ae18e0,0.3943535089492798
95a3d41df193e9.jpg,1,6aefbe581e8c,0.519305944442749
95a3d41df193e9.jpg,2,new_individual,0.5
82aac0dd82e5bd.jpg,1,6f24f319ec72,0.8481581211090088
82aac0dd82e5bd.jpg,2,new_individual,0.5
1831dc020d7676.jpg,1,06bed9a20962,0.7571179270744324
1831dc020d7676.jpg,2,new_individual,0.5
2a1b14b686723b.jpg,1,8efdf5984956,0.7760992646217346
2a1b14b686723b.jpg,2,5560cde6b00c,0.629723846912384
383a4782bebc8d.jpg,1,af3a0e1bb796,0.8003012537956238
383a4782bebc8d.jpg,2,46414154efbc,0.529367983341217
240bdbf850da89.jpg,1,b929f2748e6d,0.8116375207901001
240bdbf850da89.jpg,2,new_individual,0.5
2323f8dc53bed9.jpg,1,58ee7570863b,0.8777516484260559
2323f8dc53bed9.jpg,2,4d88da9ce4c8,0.6005560755729675
d8108f3f8f4aa7.jpg,1,addd98f01ff7,0.8296029567718506
d8108f3f8f4aa7.jpg,2,new_individual,0.5
bdcf8f5062aea5.jpg,1,b77c4c035fd6,0.9939013719558716
bdcf8f5062aea5.jpg,2,new_individual,0.5
1e70671bffb9ef.jpg,1,edf59f267081,0.840452253818512
1e70671bffb9ef.jpg,2,babd014300b7,0.5339107513427734
1d81616da4bf6d.jpg,1,new_individual,0.5
1d81616da4bf6d.jpg,2,18f270f6ca16,0.4690648317337036
d5a3435a9656b8.jpg,1,7e508084d090,0.7493872046470642
d5a3435a9656b8.jpg,2,cfb7f2997ecf,0.5287948250770569
acbfaa4eb6acfd.jpg,1,e87af54a4b3d,0.7479438185691833
acbfaa4eb6acfd.jpg,2,new_individual,0.5
8df05d9ce29996.jpg,1,4051086ed105,0.8190492987632751
8df05d9ce29996.jpg,2,new_individual,0.5
9467258030a0a9.jpg,1,9c8f2695577c,0.9192385077476501
9467258030a0a9.jpg,2,new_individual,0.5
5d95f4e4ab9143.jpg,1,691d54adf851,0.7865901589393616
5d95f4e4ab9143.jpg,2,0b0de7d397b9,0.5132795572280884
0f33e27a9299f2.jpg,1,f63e7b3fc7ed,0.7426829934120178
0f33e27a9299f2.jpg,2,new_individual,0.5
d45320aaef4f36.jpg,1,5bcc146cb805,0.7004698514938354
d45320aaef4f36.jpg,2,new_individual,0.5
a0c7d62e32fd9f.jpg,1,new_individual,0.5
a0c7d62e32fd9f.jpg,2,c0b8315f479c,0.4438309669494629
33a9b51ca28358.jpg,1,36e5d9197908,0.8181195259094238
33a9b51ca28358.jpg,2,new_individual,0.5
ca10c864b46a01.jpg,1,396610ad4cc6,0.5187307000160217
ca10c864b46a01.jpg,2,new_individual,0.5
aa4ef3b48b3bfb.jpg,1,8d1375f18760,0.8393425345420837
aa4ef3b48b3bfb.jpg,2,new_individual,0.5
be96aaea8db761.jpg,1,345218493744,0.8817468285560608
be96aaea8db761.jpg,2,new_individual,0.5
7580406c49f196.jpg,1,5c8a27def071,0.7389557957649231
7580406c49f196.jpg,2,new_individual,0.5
a85c758360670b.jpg,1,0e4660baf3f1,0.7398605346679688
a85c758360670b.jpg,2,5f48c2296a0e,0.516901969909668
b4c1e9a150f186.jpg,1,0b3fdeb134d3,0.7530332207679749
b4c1e9a150f186.jpg,2,new_individual,0.5
f02e574fbdbe43.jpg,1,09df865086f1,0.7731164693832397
f02e574fbdbe43.jpg,2,new_individual,0.5
6e6c08fc20e33a.jpg,1,67839d37d6da,0.767966091632843
6e6c08fc20e33a.jpg,2,new_individual,0.5
c46bda84541b4a.jpg,1,790b7567e603,0.665706217288971
c46bda84541b4a.jpg,2,5fa9058b744a,0.5751975178718567
2282bbcacb1a45.jpg,1,45468da1c632,0.6929588317871094
2282bbcacb1a45.jpg,2,new_individual,0.5
9e357bfccf2eea.jpg,1,4c47fe2b6931,0.633034884929657
9e357bfccf2eea.jpg,2,new_individual,0.5
942f64cb1ff4f2.jpg,1,13a05168baa2,0.7160859107971191
942f64cb1ff4f2.jpg,2,new_individual,0.5
8e404601620071.jpg,1,7fdeba948ee8,0.9143229126930237
8e404601620071.jpg,2,new_individual,0.5
0dcc01c3565759.jpg,1,3f483882f6a0,0.7458641529083252
0dcc01c3565759.jpg,2,6240d8384b52,0.5120748281478882
b812310e20038b.jpg,1,ffd38c0d37ad,0.8534620404243469
b812310e20038b.jpg,2,new_individual,0.5
5fde2ed67820f1.jpg,1,f8597169d790,0.9191038608551025
5fde2ed67820f1.jpg,2,4091e07ce4fc,0.5575029850006104
7d56887e87714b.jpg,1,1468b8543d60,0.8409362435340881
7d56887e87714b.jpg,2,91fb22f2e5dc,0.5492758750915527
